filename,relative_path,class,split
Te-noTr_0000.jpg,No Tumor/Te-noTr_0000.jpg,No Tumor,train
Te-noTr_0002.jpg,No Tumor/Te-noTr_0002.jpg,No Tumor,train
Te-noTr_0005.jpg,No Tumor/Te-noTr_0005.jpg,No Tumor,train
Te-noTr_0008.jpg,No Tumor/Te-noTr_0008.jpg,No Tumor,train
Te-noTr_0009.jpg,No Tumor/Te-noTr_0009.jpg,No Tumor,train
Te-no_0010.jpg,No Tumor/Te-no_0010.jpg,No Tumor,train
Te-no_0011.jpg,No Tumor/Te-no_0011.jpg,No Tumor,train
Te-no_0012.jpg,No Tumor/Te-no_0012.jpg,No Tumor,train
Te-no_0015.jpg,No Tumor/Te-no_0015.jpg,No Tumor,train
Te-no_0017.jpg,No Tumor/Te-no_0017.jpg,No Tumor,train
Te-no_0018.jpg,No Tumor/Te-no_0018.jpg,No Tumor,train
Te-no_0020.jpg,No Tumor/Te-no_0020.jpg,No Tumor,train
Te-no_0021.jpg,No Tumor/Te-no_0021.jpg,No Tumor,train
Te-no_0022.jpg,No Tumor/Te-no_0022.jpg,No Tumor,train
Te-no_0024.jpg,No Tumor/Te-no_0024.jpg,No Tumor,train
Te-no_0025.jpg,No Tumor/Te-no_0025.jpg,No Tumor,train
Te-no_0026.jpg,No Tumor/Te-no_0026.jpg,No Tumor,train
Te-no_0027.jpg,No Tumor/Te-no_0027.jpg,No Tumor,train
Te-no_0028.jpg,No Tumor/Te-no_0028.jpg,No Tumor,train
Te-no_0029.jpg,No Tumor/Te-no_0029.jpg,No Tumor,train
Te-no_0031.jpg,No Tumor/Te-no_0031.jpg,No Tumor,train
Te-no_0032.jpg,No Tumor/Te-no_0032.jpg,No Tumor,train
Te-no_0033.jpg,No Tumor/Te-no_0033.jpg,No Tumor,train
Te-no_0034.jpg,No Tumor/Te-no_0034.jpg,No Tumor,train
Te-no_0035.jpg,No Tumor/Te-no_0035.jpg,No Tumor,train
Te-no_0036.jpg,No Tumor/Te-no_0036.jpg,No Tumor,train
Te-no_0037.jpg,No Tumor/Te-no_0037.jpg,No Tumor,train
Te-no_0038.jpg,No Tumor/Te-no_0038.jpg,No Tumor,train
Te-no_0040.jpg,No Tumor/Te-no_0040.jpg,No Tumor,train
Te-no_0041.jpg,No Tumor/Te-no_0041.jpg,No Tumor,train
Te-no_0042.jpg,No Tumor/Te-no_0042.jpg,No Tumor,train
Te-no_0044.jpg,No Tumor/Te-no_0044.jpg,No Tumor,train
Te-no_0045.jpg,No Tumor/Te-no_0045.jpg,No Tumor,train
Te-no_0046.jpg,No Tumor/Te-no_0046.jpg,No Tumor,train
Te-no_0047.jpg,No Tumor/Te-no_0047.jpg,No Tumor,train
Te-no_0049.jpg,No Tumor/Te-no_0049.jpg,No Tumor,train
Te-no_0052.jpg,No Tumor/Te-no_0052.jpg,No Tumor,train
Te-no_0053.jpg,No Tumor/Te-no_0053.jpg,No Tumor,train
Te-no_0055.jpg,No Tumor/Te-no_0055.jpg,No Tumor,train
Te-no_0057.jpg,No Tumor/Te-no_0057.jpg,No Tumor,train
Te-no_0058.jpg,No Tumor/Te-no_0058.jpg,No Tumor,train
Te-no_0059.jpg,No Tumor/Te-no_0059.jpg,No Tumor,train
Te-no_0060.jpg,No Tumor/Te-no_0060.jpg,No Tumor,train
Te-no_0062.jpg,No Tumor/Te-no_0062.jpg,No Tumor,train
Te-no_0063.jpg,No Tumor/Te-no_0063.jpg,No Tumor,train
Te-no_0066.jpg,No Tumor/Te-no_0066.jpg,No Tumor,train
Te-no_0067.jpg,No Tumor/Te-no_0067.jpg,No Tumor,train
Te-no_0068.jpg,No Tumor/Te-no_0068.jpg,No Tumor,train
Te-no_0069.jpg,No Tumor/Te-no_0069.jpg,No Tumor,train
Te-no_0070.jpg,No Tumor/Te-no_0070.jpg,No Tumor,train
Te-no_0071.jpg,No Tumor/Te-no_0071.jpg,No Tumor,train
Te-no_0072.jpg,No Tumor/Te-no_0072.jpg,No Tumor,train
Te-no_0074.jpg,No Tumor/Te-no_0074.jpg,No Tumor,train
Te-no_0075.jpg,No Tumor/Te-no_0075.jpg,No Tumor,train
Te-no_0076.jpg,No Tumor/Te-no_0076.jpg,No Tumor,train
Te-no_0077.jpg,No Tumor/Te-no_0077.jpg,No Tumor,train
Te-no_0080.jpg,No Tumor/Te-no_0080.jpg,No Tumor,train
Te-no_0082.jpg,No Tumor/Te-no_0082.jpg,No Tumor,train
Te-no_0083.jpg,No Tumor/Te-no_0083.jpg,No Tumor,train
Te-no_0084.jpg,No Tumor/Te-no_0084.jpg,No Tumor,train
Te-no_0086.jpg,No Tumor/Te-no_0086.jpg,No Tumor,train
Te-no_0087.jpg,No Tumor/Te-no_0087.jpg,No Tumor,train
Te-no_0089.jpg,No Tumor/Te-no_0089.jpg,No Tumor,train
Te-no_0091.jpg,No Tumor/Te-no_0091.jpg,No Tumor,train
Te-no_0092.jpg,No Tumor/Te-no_0092.jpg,No Tumor,train
Te-no_0094.jpg,No Tumor/Te-no_0094.jpg,No Tumor,train
Te-no_0095.jpg,No Tumor/Te-no_0095.jpg,No Tumor,train
Te-no_0097.jpg,No Tumor/Te-no_0097.jpg,No Tumor,train
Te-no_0098.jpg,No Tumor/Te-no_0098.jpg,No Tumor,train
Te-no_0099.jpg,No Tumor/Te-no_0099.jpg,No Tumor,train
Te-no_0100.jpg,No Tumor/Te-no_0100.jpg,No Tumor,train
Te-no_0101.jpg,No Tumor/Te-no_0101.jpg,No Tumor,train
Te-no_0105.jpg,No Tumor/Te-no_0105.jpg,No Tumor,train
Te-no_0106.jpg,No Tumor/Te-no_0106.jpg,No Tumor,train
Te-no_0107.jpg,No Tumor/Te-no_0107.jpg,No Tumor,train
Te-no_0108.jpg,No Tumor/Te-no_0108.jpg,No Tumor,train
Te-no_0109.jpg,No Tumor/Te-no_0109.jpg,No Tumor,train
Te-no_0111.jpg,No Tumor/Te-no_0111.jpg,No Tumor,train
Te-no_0112.jpg,No Tumor/Te-no_0112.jpg,No Tumor,train
Te-no_0113.jpg,No Tumor/Te-no_0113.jpg,No Tumor,train
Te-no_0115.jpg,No Tumor/Te-no_0115.jpg,No Tumor,train
Te-no_0121.jpg,No Tumor/Te-no_0121.jpg,No Tumor,train
Te-no_0122.jpg,No Tumor/Te-no_0122.jpg,No Tumor,train
Te-no_0123.jpg,No Tumor/Te-no_0123.jpg,No Tumor,train
Te-no_0125.jpg,No Tumor/Te-no_0125.jpg,No Tumor,train
Te-no_0126.jpg,No Tumor/Te-no_0126.jpg,No Tumor,train
Te-no_0127.jpg,No Tumor/Te-no_0127.jpg,No Tumor,train
Te-no_0128.jpg,No Tumor/Te-no_0128.jpg,No Tumor,train
Te-no_0129.jpg,No Tumor/Te-no_0129.jpg,No Tumor,train
Te-no_0132.jpg,No Tumor/Te-no_0132.jpg,No Tumor,train
Te-no_0133.jpg,No Tumor/Te-no_0133.jpg,No Tumor,train
Te-no_0134.jpg,No Tumor/Te-no_0134.jpg,No Tumor,train
Te-no_0136.jpg,No Tumor/Te-no_0136.jpg,No Tumor,train
Te-no_0137.jpg,No Tumor/Te-no_0137.jpg,No Tumor,train
Te-no_0143.jpg,No Tumor/Te-no_0143.jpg,No Tumor,train
Te-no_0144.jpg,No Tumor/Te-no_0144.jpg,No Tumor,train
Te-no_0147.jpg,No Tumor/Te-no_0147.jpg,No Tumor,train
Te-no_0149.jpg,No Tumor/Te-no_0149.jpg,No Tumor,train
Te-no_0151.jpg,No Tumor/Te-no_0151.jpg,No Tumor,train
Te-no_0152.jpg,No Tumor/Te-no_0152.jpg,No Tumor,train
Te-no_0153.jpg,No Tumor/Te-no_0153.jpg,No Tumor,train
Te-no_0155.jpg,No Tumor/Te-no_0155.jpg,No Tumor,train
Te-no_0156.jpg,No Tumor/Te-no_0156.jpg,No Tumor,train
Te-no_0157.jpg,No Tumor/Te-no_0157.jpg,No Tumor,train
Te-no_0158.jpg,No Tumor/Te-no_0158.jpg,No Tumor,train
Te-no_0159.jpg,No Tumor/Te-no_0159.jpg,No Tumor,train
Te-no_0160.jpg,No Tumor/Te-no_0160.jpg,No Tumor,train
Te-no_0162.jpg,No Tumor/Te-no_0162.jpg,No Tumor,train
Te-no_0165.jpg,No Tumor/Te-no_0165.jpg,No Tumor,train
Te-no_0166.jpg,No Tumor/Te-no_0166.jpg,No Tumor,train
Te-no_0168.jpg,No Tumor/Te-no_0168.jpg,No Tumor,train
Te-no_0169.jpg,No Tumor/Te-no_0169.jpg,No Tumor,train
Te-no_0170.jpg,No Tumor/Te-no_0170.jpg,No Tumor,train
Te-no_0171.jpg,No Tumor/Te-no_0171.jpg,No Tumor,train
Te-no_0172.jpg,No Tumor/Te-no_0172.jpg,No Tumor,train
Te-no_0173.jpg,No Tumor/Te-no_0173.jpg,No Tumor,train
Te-no_0174.jpg,No Tumor/Te-no_0174.jpg,No Tumor,train
Te-no_0176.jpg,No Tumor/Te-no_0176.jpg,No Tumor,train
Te-no_0177.jpg,No Tumor/Te-no_0177.jpg,No Tumor,train
Te-no_0179.jpg,No Tumor/Te-no_0179.jpg,No Tumor,train
Te-no_0180.jpg,No Tumor/Te-no_0180.jpg,No Tumor,train
Te-no_0181.jpg,No Tumor/Te-no_0181.jpg,No Tumor,train
Te-no_0182.jpg,No Tumor/Te-no_0182.jpg,No Tumor,train
Te-no_0183.jpg,No Tumor/Te-no_0183.jpg,No Tumor,train
Te-no_0184.jpg,No Tumor/Te-no_0184.jpg,No Tumor,train
Te-no_0185.jpg,No Tumor/Te-no_0185.jpg,No Tumor,train
Te-no_0187.jpg,No Tumor/Te-no_0187.jpg,No Tumor,train
Te-no_0188.jpg,No Tumor/Te-no_0188.jpg,No Tumor,train
Te-no_0190.jpg,No Tumor/Te-no_0190.jpg,No Tumor,train
Te-no_0192.jpg,No Tumor/Te-no_0192.jpg,No Tumor,train
Te-no_0194.jpg,No Tumor/Te-no_0194.jpg,No Tumor,train
Te-no_0195.jpg,No Tumor/Te-no_0195.jpg,No Tumor,train
Te-no_0196.jpg,No Tumor/Te-no_0196.jpg,No Tumor,train
Te-no_0197.jpg,No Tumor/Te-no_0197.jpg,No Tumor,train
Te-no_0199.jpg,No Tumor/Te-no_0199.jpg,No Tumor,train
Te-no_0202.jpg,No Tumor/Te-no_0202.jpg,No Tumor,train
Te-no_0203.jpg,No Tumor/Te-no_0203.jpg,No Tumor,train
Te-no_0205.jpg,No Tumor/Te-no_0205.jpg,No Tumor,train
Te-no_0207.jpg,No Tumor/Te-no_0207.jpg,No Tumor,train
Te-no_0208.jpg,No Tumor/Te-no_0208.jpg,No Tumor,train
Te-no_0211.jpg,No Tumor/Te-no_0211.jpg,No Tumor,train
Te-no_0213.jpg,No Tumor/Te-no_0213.jpg,No Tumor,train
Te-no_0214.jpg,No Tumor/Te-no_0214.jpg,No Tumor,train
Te-no_0215.jpg,No Tumor/Te-no_0215.jpg,No Tumor,train
Te-no_0216.jpg,No Tumor/Te-no_0216.jpg,No Tumor,train
Te-no_0218.jpg,No Tumor/Te-no_0218.jpg,No Tumor,train
Te-no_0220.jpg,No Tumor/Te-no_0220.jpg,No Tumor,train
Te-no_0225.jpg,No Tumor/Te-no_0225.jpg,No Tumor,train
Te-no_0226.jpg,No Tumor/Te-no_0226.jpg,No Tumor,train
Te-no_0227.jpg,No Tumor/Te-no_0227.jpg,No Tumor,train
Te-no_0230.jpg,No Tumor/Te-no_0230.jpg,No Tumor,train
Te-no_0231.jpg,No Tumor/Te-no_0231.jpg,No Tumor,train
Te-no_0232.jpg,No Tumor/Te-no_0232.jpg,No Tumor,train
Te-no_0233.jpg,No Tumor/Te-no_0233.jpg,No Tumor,train
Te-no_0235.jpg,No Tumor/Te-no_0235.jpg,No Tumor,train
Te-no_0237.jpg,No Tumor/Te-no_0237.jpg,No Tumor,train
Te-no_0238.jpg,No Tumor/Te-no_0238.jpg,No Tumor,train
Te-no_0239.jpg,No Tumor/Te-no_0239.jpg,No Tumor,train
Te-no_0240.jpg,No Tumor/Te-no_0240.jpg,No Tumor,train
Te-no_0241.jpg,No Tumor/Te-no_0241.jpg,No Tumor,train
Te-no_0242.jpg,No Tumor/Te-no_0242.jpg,No Tumor,train
Te-no_0243.jpg,No Tumor/Te-no_0243.jpg,No Tumor,train
Te-no_0244.jpg,No Tumor/Te-no_0244.jpg,No Tumor,train
Te-no_0246.jpg,No Tumor/Te-no_0246.jpg,No Tumor,train
Te-no_0248.jpg,No Tumor/Te-no_0248.jpg,No Tumor,train
Te-no_0249.jpg,No Tumor/Te-no_0249.jpg,No Tumor,train
Te-no_0250.jpg,No Tumor/Te-no_0250.jpg,No Tumor,train
Te-no_0251.jpg,No Tumor/Te-no_0251.jpg,No Tumor,train
Te-no_0252.jpg,No Tumor/Te-no_0252.jpg,No Tumor,train
Te-no_0253.jpg,No Tumor/Te-no_0253.jpg,No Tumor,train
Te-no_0254.jpg,No Tumor/Te-no_0254.jpg,No Tumor,train
Te-no_0256.jpg,No Tumor/Te-no_0256.jpg,No Tumor,train
Te-no_0258.jpg,No Tumor/Te-no_0258.jpg,No Tumor,train
Te-no_0259.jpg,No Tumor/Te-no_0259.jpg,No Tumor,train
Te-no_0260.jpg,No Tumor/Te-no_0260.jpg,No Tumor,train
Te-no_0263.jpg,No Tumor/Te-no_0263.jpg,No Tumor,train
Te-no_0264.jpg,No Tumor/Te-no_0264.jpg,No Tumor,train
Te-no_0265.jpg,No Tumor/Te-no_0265.jpg,No Tumor,train
Te-no_0266.jpg,No Tumor/Te-no_0266.jpg,No Tumor,train
Te-no_0269.jpg,No Tumor/Te-no_0269.jpg,No Tumor,train
Te-no_0272.jpg,No Tumor/Te-no_0272.jpg,No Tumor,train
Te-no_0273.jpg,No Tumor/Te-no_0273.jpg,No Tumor,train
Te-no_0274.jpg,No Tumor/Te-no_0274.jpg,No Tumor,train
Te-no_0276.jpg,No Tumor/Te-no_0276.jpg,No Tumor,train
Te-no_0277.jpg,No Tumor/Te-no_0277.jpg,No Tumor,train
Te-no_0278.jpg,No Tumor/Te-no_0278.jpg,No Tumor,train
Te-no_0279.jpg,No Tumor/Te-no_0279.jpg,No Tumor,train
Te-no_0280.jpg,No Tumor/Te-no_0280.jpg,No Tumor,train
Te-no_0281.jpg,No Tumor/Te-no_0281.jpg,No Tumor,train
Te-no_0282.jpg,No Tumor/Te-no_0282.jpg,No Tumor,train
Te-no_0284.jpg,No Tumor/Te-no_0284.jpg,No Tumor,train
Te-no_0286.jpg,No Tumor/Te-no_0286.jpg,No Tumor,train
Te-no_0288.jpg,No Tumor/Te-no_0288.jpg,No Tumor,train
Te-no_0289.jpg,No Tumor/Te-no_0289.jpg,No Tumor,train
Te-no_0290.jpg,No Tumor/Te-no_0290.jpg,No Tumor,train
Te-no_0291.jpg,No Tumor/Te-no_0291.jpg,No Tumor,train
Te-no_0293.jpg,No Tumor/Te-no_0293.jpg,No Tumor,train
Te-no_0294.jpg,No Tumor/Te-no_0294.jpg,No Tumor,train
Te-no_0295.jpg,No Tumor/Te-no_0295.jpg,No Tumor,train
Te-no_0296.jpg,No Tumor/Te-no_0296.jpg,No Tumor,train
Te-no_0297.jpg,No Tumor/Te-no_0297.jpg,No Tumor,train
Te-no_0298.jpg,No Tumor/Te-no_0298.jpg,No Tumor,train
Te-no_0299.jpg,No Tumor/Te-no_0299.jpg,No Tumor,train
Te-no_0300.jpg,No Tumor/Te-no_0300.jpg,No Tumor,train
Te-no_0301.jpg,No Tumor/Te-no_0301.jpg,No Tumor,train
Te-no_0302.jpg,No Tumor/Te-no_0302.jpg,No Tumor,train
Te-no_0304.jpg,No Tumor/Te-no_0304.jpg,No Tumor,train
Te-no_0306.jpg,No Tumor/Te-no_0306.jpg,No Tumor,train
Te-no_0307.jpg,No Tumor/Te-no_0307.jpg,No Tumor,train
Te-no_0308.jpg,No Tumor/Te-no_0308.jpg,No Tumor,train
Te-no_0309.jpg,No Tumor/Te-no_0309.jpg,No Tumor,train
Te-no_0310.jpg,No Tumor/Te-no_0310.jpg,No Tumor,train
Te-no_0311.jpg,No Tumor/Te-no_0311.jpg,No Tumor,train
Te-no_0312.jpg,No Tumor/Te-no_0312.jpg,No Tumor,train
Te-no_0314.jpg,No Tumor/Te-no_0314.jpg,No Tumor,train
Te-no_0315.jpg,No Tumor/Te-no_0315.jpg,No Tumor,train
Te-no_0319.jpg,No Tumor/Te-no_0319.jpg,No Tumor,train
Te-no_0320.jpg,No Tumor/Te-no_0320.jpg,No Tumor,train
Te-no_0321.jpg,No Tumor/Te-no_0321.jpg,No Tumor,train
Te-no_0324.jpg,No Tumor/Te-no_0324.jpg,No Tumor,train
Te-no_0325.jpg,No Tumor/Te-no_0325.jpg,No Tumor,train
Te-no_0328.jpg,No Tumor/Te-no_0328.jpg,No Tumor,train
Te-no_0329.jpg,No Tumor/Te-no_0329.jpg,No Tumor,train
Te-no_0331.jpg,No Tumor/Te-no_0331.jpg,No Tumor,train
Te-no_0335.jpg,No Tumor/Te-no_0335.jpg,No Tumor,train
Te-no_0336.jpg,No Tumor/Te-no_0336.jpg,No Tumor,train
Te-no_0339.jpg,No Tumor/Te-no_0339.jpg,No Tumor,train
Te-no_0341.jpg,No Tumor/Te-no_0341.jpg,No Tumor,train
Te-no_0342.jpg,No Tumor/Te-no_0342.jpg,No Tumor,train
Te-no_0343.jpg,No Tumor/Te-no_0343.jpg,No Tumor,train
Te-no_0344.jpg,No Tumor/Te-no_0344.jpg,No Tumor,train
Te-no_0345.jpg,No Tumor/Te-no_0345.jpg,No Tumor,train
Te-no_0346.jpg,No Tumor/Te-no_0346.jpg,No Tumor,train
Te-no_0347.jpg,No Tumor/Te-no_0347.jpg,No Tumor,train
Te-no_0348.jpg,No Tumor/Te-no_0348.jpg,No Tumor,train
Te-no_0349.jpg,No Tumor/Te-no_0349.jpg,No Tumor,train
Te-no_0351.jpg,No Tumor/Te-no_0351.jpg,No Tumor,train
Te-no_0352.jpg,No Tumor/Te-no_0352.jpg,No Tumor,train
Te-no_0353.jpg,No Tumor/Te-no_0353.jpg,No Tumor,train
Te-no_0354.jpg,No Tumor/Te-no_0354.jpg,No Tumor,train
Te-no_0355.jpg,No Tumor/Te-no_0355.jpg,No Tumor,train
Te-no_0356.jpg,No Tumor/Te-no_0356.jpg,No Tumor,train
Te-no_0357.jpg,No Tumor/Te-no_0357.jpg,No Tumor,train
Te-no_0358.jpg,No Tumor/Te-no_0358.jpg,No Tumor,train
Te-no_0359.jpg,No Tumor/Te-no_0359.jpg,No Tumor,train
Te-no_0360.jpg,No Tumor/Te-no_0360.jpg,No Tumor,train
Te-no_0361.jpg,No Tumor/Te-no_0361.jpg,No Tumor,train
Te-no_0363.jpg,No Tumor/Te-no_0363.jpg,No Tumor,train
Te-no_0364.jpg,No Tumor/Te-no_0364.jpg,No Tumor,train
Te-no_0366.jpg,No Tumor/Te-no_0366.jpg,No Tumor,train
Te-no_0368.jpg,No Tumor/Te-no_0368.jpg,No Tumor,train
Te-no_0369.jpg,No Tumor/Te-no_0369.jpg,No Tumor,train
Te-no_0370.jpg,No Tumor/Te-no_0370.jpg,No Tumor,train
Te-no_0371.jpg,No Tumor/Te-no_0371.jpg,No Tumor,train
Te-no_0372.jpg,No Tumor/Te-no_0372.jpg,No Tumor,train
Te-no_0373.jpg,No Tumor/Te-no_0373.jpg,No Tumor,train
Te-no_0374.jpg,No Tumor/Te-no_0374.jpg,No Tumor,train
Te-no_0376.jpg,No Tumor/Te-no_0376.jpg,No Tumor,train
